segment_path,target_label,source,original_file,split,start_sec,end_sec,feature_path
data\segments\esc50\3-142006-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\3-142006-A-10.wav,train,1.0,3.0,data\features\esc50\3-142006-A-10_seg01.npy
data\segments\esc50\3-142006-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\3-142006-A-10.wav,train,2.0,4.0,data\features\esc50\3-142006-A-10_seg02.npy
data\segments\esc50\3-142006-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\3-142006-A-10.wav,train,3.0,5.0,data\features\esc50\3-142006-A-10_seg03.npy
data\segments\esc50\3-143560-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-143560-A-47.wav,train,0.0,2.0,data\features\esc50\3-143560-A-47_seg00.npy
data\segments\esc50\3-143560-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-143560-A-47.wav,train,1.0,3.0,data\features\esc50\3-143560-A-47_seg01.npy
data\segments\esc50\3-143560-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-143560-A-47.wav,train,2.0,4.0,data\features\esc50\3-143560-A-47_seg02.npy
data\segments\esc50\3-143560-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-143560-A-47.wav,train,3.0,5.0,data\features\esc50\3-143560-A-47_seg03.npy
data\segments\esc50\3-143562-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-143562-A-47.wav,train,0.0,2.0,data\features\esc50\3-143562-A-47_seg00.npy
data\segments\esc50\3-143562-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-143562-A-47.wav,train,1.0,3.0,data\features\esc50\3-143562-A-47_seg01.npy
data\segments\esc50\3-143562-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-143562-A-47.wav,train,2.0,4.0,data\features\esc50\3-143562-A-47_seg02.npy
data\segments\esc50\3-143562-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-143562-A-47.wav,train,3.0,5.0,data\features\esc50\3-143562-A-47_seg03.npy
data\segments\esc50\3-143929-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\3-143929-A-10.wav,train,0.0,2.0,data\features\esc50\3-143929-A-10_seg00.npy
data\segments\esc50\3-143929-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\3-143929-A-10.wav,train,1.0,3.0,data\features\esc50\3-143929-A-10_seg01.npy
data\segments\esc50\3-143929-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\3-143929-A-10.wav,train,2.0,4.0,data\features\esc50\3-143929-A-10_seg02.npy
data\segments\esc50\3-143929-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\3-143929-A-10.wav,train,3.0,5.0,data\features\esc50\3-143929-A-10_seg03.npy
data\segments\esc50\3-144891-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\3-144891-A-19.wav,train,0.0,2.0,data\features\esc50\3-144891-A-19_seg00.npy
data\segments\esc50\3-144891-A-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\3-144891-A-19.wav,train,1.0,3.0,data\features\esc50\3-144891-A-19_seg01.npy
data\segments\esc50\3-144891-A-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\3-144891-A-19.wav,train,2.0,4.0,data\features\esc50\3-144891-A-19_seg02.npy
data\segments\esc50\3-144891-A-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\3-144891-A-19.wav,train,3.0,5.0,data\features\esc50\3-144891-A-19_seg03.npy
data\segments\esc50\3-144891-B-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\3-144891-B-19.wav,train,0.0,2.0,data\features\esc50\3-144891-B-19_seg00.npy
data\segments\esc50\3-144891-B-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\3-144891-B-19.wav,train,1.0,3.0,data\features\esc50\3-144891-B-19_seg01.npy
data\segments\esc50\3-144891-B-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\3-144891-B-19.wav,train,2.0,4.0,data\features\esc50\3-144891-B-19_seg02.npy
data\segments\esc50\3-144891-B-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\3-144891-B-19.wav,train,3.0,5.0,data\features\esc50\3-144891-B-19_seg03.npy
data\segments\esc50\3-145774-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\3-145774-A-12.wav,train,0.0,2.0,data\features\esc50\3-145774-A-12_seg00.npy
data\segments\esc50\3-145774-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\3-145774-A-12.wav,train,1.0,3.0,data\features\esc50\3-145774-A-12_seg01.npy
data\segments\esc50\3-145774-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\3-145774-A-12.wav,train,2.0,4.0,data\features\esc50\3-145774-A-12_seg02.npy
data\segments\esc50\3-145774-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\3-145774-A-12.wav,train,3.0,5.0,data\features\esc50\3-145774-A-12_seg03.npy
data\segments\esc50\3-147965-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\3-147965-A-12.wav,train,0.0,2.0,data\features\esc50\3-147965-A-12_seg00.npy
data\segments\esc50\3-147965-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\3-147965-A-12.wav,train,1.0,3.0,data\features\esc50\3-147965-A-12_seg01.npy
data\segments\esc50\3-147965-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\3-147965-A-12.wav,train,2.0,4.0,data\features\esc50\3-147965-A-12_seg02.npy
data\segments\esc50\3-147965-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\3-147965-A-12.wav,train,3.0,5.0,data\features\esc50\3-147965-A-12_seg03.npy
data\segments\esc50\3-150979-A-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-A-40.wav,train,0.0,2.0,data\features\esc50\3-150979-A-40_seg00.npy
data\segments\esc50\3-150979-A-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-A-40.wav,train,1.0,3.0,data\features\esc50\3-150979-A-40_seg01.npy
data\segments\esc50\3-150979-A-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-A-40.wav,train,2.0,4.0,data\features\esc50\3-150979-A-40_seg02.npy
data\segments\esc50\3-150979-A-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-A-40.wav,train,3.0,5.0,data\features\esc50\3-150979-A-40_seg03.npy
data\segments\esc50\3-150979-B-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-B-40.wav,train,0.0,2.0,data\features\esc50\3-150979-B-40_seg00.npy
data\segments\esc50\3-150979-B-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-B-40.wav,train,1.0,3.0,data\features\esc50\3-150979-B-40_seg01.npy
data\segments\esc50\3-150979-B-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-B-40.wav,train,2.0,4.0,data\features\esc50\3-150979-B-40_seg02.npy
data\segments\esc50\3-150979-B-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-B-40.wav,train,3.0,5.0,data\features\esc50\3-150979-B-40_seg03.npy
data\segments\esc50\3-150979-C-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-C-40.wav,train,0.0,2.0,data\features\esc50\3-150979-C-40_seg00.npy
data\segments\esc50\3-150979-C-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-C-40.wav,train,1.0,3.0,data\features\esc50\3-150979-C-40_seg01.npy
data\segments\esc50\3-150979-C-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-C-40.wav,train,2.0,4.0,data\features\esc50\3-150979-C-40_seg02.npy
data\segments\esc50\3-150979-C-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-150979-C-40.wav,train,3.0,5.0,data\features\esc50\3-150979-C-40_seg03.npy
data\segments\esc50\3-154926-A-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-154926-A-40.wav,train,0.0,2.0,data\features\esc50\3-154926-A-40_seg00.npy
data\segments\esc50\3-154926-A-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-154926-A-40.wav,train,1.0,3.0,data\features\esc50\3-154926-A-40_seg01.npy
data\segments\esc50\3-154926-A-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-154926-A-40.wav,train,2.0,4.0,data\features\esc50\3-154926-A-40_seg02.npy
data\segments\esc50\3-154926-A-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-154926-A-40.wav,train,3.0,5.0,data\features\esc50\3-154926-A-40_seg03.npy
data\segments\esc50\3-154926-B-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-154926-B-40.wav,train,0.0,2.0,data\features\esc50\3-154926-B-40_seg00.npy
data\segments\esc50\3-154926-B-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-154926-B-40.wav,train,1.0,3.0,data\features\esc50\3-154926-B-40_seg01.npy
data\segments\esc50\3-154926-B-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-154926-B-40.wav,train,2.0,4.0,data\features\esc50\3-154926-B-40_seg02.npy
data\segments\esc50\3-154926-B-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-154926-B-40.wav,train,3.0,5.0,data\features\esc50\3-154926-B-40_seg03.npy
data\segments\esc50\3-157149-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\3-157149-A-10.wav,train,0.0,2.0,data\features\esc50\3-157149-A-10_seg00.npy
data\segments\esc50\3-157149-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\3-157149-A-10.wav,train,1.0,3.0,data\features\esc50\3-157149-A-10_seg01.npy
data\segments\esc50\3-157149-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\3-157149-A-10.wav,train,2.0,4.0,data\features\esc50\3-157149-A-10_seg02.npy
data\segments\esc50\3-157149-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\3-157149-A-10.wav,train,3.0,5.0,data\features\esc50\3-157149-A-10_seg03.npy
data\segments\esc50\3-157187-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\3-157187-A-12.wav,train,0.0,2.0,data\features\esc50\3-157187-A-12_seg00.npy
data\segments\esc50\3-157187-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\3-157187-A-12.wav,train,1.0,3.0,data\features\esc50\3-157187-A-12_seg01.npy
data\segments\esc50\3-157187-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\3-157187-A-12.wav,train,2.0,4.0,data\features\esc50\3-157187-A-12_seg02.npy
data\segments\esc50\3-157187-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\3-157187-A-12.wav,train,3.0,5.0,data\features\esc50\3-157187-A-12_seg03.npy
data\segments\esc50\3-157487-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\3-157487-A-10.wav,train,0.0,2.0,data\features\esc50\3-157487-A-10_seg00.npy
data\segments\esc50\3-157487-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\3-157487-A-10.wav,train,1.0,3.0,data\features\esc50\3-157487-A-10_seg01.npy
data\segments\esc50\3-157487-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\3-157487-A-10.wav,train,2.0,4.0,data\features\esc50\3-157487-A-10_seg02.npy
data\segments\esc50\3-157487-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\3-157487-A-10.wav,train,3.0,5.0,data\features\esc50\3-157487-A-10_seg03.npy
data\segments\esc50\3-157492-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-157492-A-45.wav,train,0.0,2.0,data\features\esc50\3-157492-A-45_seg00.npy
data\segments\esc50\3-157492-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-157492-A-45.wav,train,1.0,3.0,data\features\esc50\3-157492-A-45_seg01.npy
data\segments\esc50\3-157492-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-157492-A-45.wav,train,2.0,4.0,data\features\esc50\3-157492-A-45_seg02.npy
data\segments\esc50\3-157492-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-157492-A-45.wav,train,3.0,5.0,data\features\esc50\3-157492-A-45_seg03.npy
data\segments\esc50\3-157615-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\3-157615-A-10.wav,train,0.0,2.0,data\features\esc50\3-157615-A-10_seg00.npy
data\segments\esc50\3-157615-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\3-157615-A-10.wav,train,1.0,3.0,data\features\esc50\3-157615-A-10_seg01.npy
data\segments\esc50\3-157615-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\3-157615-A-10.wav,train,2.0,4.0,data\features\esc50\3-157615-A-10_seg02.npy
data\segments\esc50\3-157615-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\3-157615-A-10.wav,train,3.0,5.0,data\features\esc50\3-157615-A-10_seg03.npy
data\segments\esc50\3-158476-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\3-158476-A-12.wav,train,0.0,2.0,data\features\esc50\3-158476-A-12_seg00.npy
data\segments\esc50\3-158476-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\3-158476-A-12.wav,train,1.0,3.0,data\features\esc50\3-158476-A-12_seg01.npy
data\segments\esc50\3-158476-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\3-158476-A-12.wav,train,2.0,4.0,data\features\esc50\3-158476-A-12_seg02.npy
data\segments\esc50\3-158476-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\3-158476-A-12.wav,train,3.0,5.0,data\features\esc50\3-158476-A-12_seg03.npy
data\segments\esc50\3-159445-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-159445-A-45.wav,train,0.0,2.0,data\features\esc50\3-159445-A-45_seg00.npy
data\segments\esc50\3-159445-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-159445-A-45.wav,train,1.0,3.0,data\features\esc50\3-159445-A-45_seg01.npy
data\segments\esc50\3-159445-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-159445-A-45.wav,train,2.0,4.0,data\features\esc50\3-159445-A-45_seg02.npy
data\segments\esc50\3-159445-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-159445-A-45.wav,train,3.0,5.0,data\features\esc50\3-159445-A-45_seg03.npy
data\segments\esc50\3-159445-B-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-159445-B-45.wav,train,0.0,2.0,data\features\esc50\3-159445-B-45_seg00.npy
data\segments\esc50\3-159445-B-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-159445-B-45.wav,train,1.0,3.0,data\features\esc50\3-159445-B-45_seg01.npy
data\segments\esc50\3-159445-B-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-159445-B-45.wav,train,2.0,4.0,data\features\esc50\3-159445-B-45_seg02.npy
data\segments\esc50\3-159445-B-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-159445-B-45.wav,train,3.0,5.0,data\features\esc50\3-159445-B-45_seg03.npy
data\segments\esc50\3-193767-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-193767-A-47.wav,train,0.0,2.0,data\features\esc50\3-193767-A-47_seg00.npy
data\segments\esc50\3-193767-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-193767-A-47.wav,train,1.0,3.0,data\features\esc50\3-193767-A-47_seg01.npy
data\segments\esc50\3-193767-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-193767-A-47.wav,train,2.0,4.0,data\features\esc50\3-193767-A-47_seg02.npy
data\segments\esc50\3-193767-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-193767-A-47.wav,train,3.0,5.0,data\features\esc50\3-193767-A-47_seg03.npy
data\segments\esc50\3-246513-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-246513-A-16.wav,train,0.0,2.0,data\features\esc50\3-246513-A-16_seg00.npy
data\segments\esc50\3-246513-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-246513-A-16.wav,train,1.0,3.0,data\features\esc50\3-246513-A-16_seg01.npy
data\segments\esc50\3-246513-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-246513-A-16.wav,train,2.0,4.0,data\features\esc50\3-246513-A-16_seg02.npy
data\segments\esc50\3-246513-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-246513-A-16.wav,train,3.0,5.0,data\features\esc50\3-246513-A-16_seg03.npy
data\segments\esc50\3-246513-B-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-246513-B-16.wav,train,0.0,2.0,data\features\esc50\3-246513-B-16_seg00.npy
data\segments\esc50\3-246513-B-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-246513-B-16.wav,train,1.0,3.0,data\features\esc50\3-246513-B-16_seg01.npy
data\segments\esc50\3-246513-B-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-246513-B-16.wav,train,2.0,4.0,data\features\esc50\3-246513-B-16_seg02.npy
data\segments\esc50\3-246513-B-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-246513-B-16.wav,train,3.0,5.0,data\features\esc50\3-246513-B-16_seg03.npy
data\segments\esc50\3-65748-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\3-65748-A-12.wav,train,0.0,2.0,data\features\esc50\3-65748-A-12_seg00.npy
data\segments\esc50\3-65748-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\3-65748-A-12.wav,train,1.0,3.0,data\features\esc50\3-65748-A-12_seg01.npy
data\segments\esc50\3-65748-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\3-65748-A-12.wav,train,2.0,4.0,data\features\esc50\3-65748-A-12_seg02.npy
data\segments\esc50\3-65748-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\3-65748-A-12.wav,train,3.0,5.0,data\features\esc50\3-65748-A-12_seg03.npy
data\segments\esc50\3-68630-A-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-A-40.wav,train,0.0,2.0,data\features\esc50\3-68630-A-40_seg00.npy
data\segments\esc50\3-68630-A-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-A-40.wav,train,1.0,3.0,data\features\esc50\3-68630-A-40_seg01.npy
data\segments\esc50\3-68630-A-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-A-40.wav,train,2.0,4.0,data\features\esc50\3-68630-A-40_seg02.npy
data\segments\esc50\3-68630-A-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-A-40.wav,train,3.0,5.0,data\features\esc50\3-68630-A-40_seg03.npy
data\segments\esc50\3-68630-B-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-B-40.wav,train,0.0,2.0,data\features\esc50\3-68630-B-40_seg00.npy
data\segments\esc50\3-68630-B-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-B-40.wav,train,1.0,3.0,data\features\esc50\3-68630-B-40_seg01.npy
data\segments\esc50\3-68630-B-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-B-40.wav,train,2.0,4.0,data\features\esc50\3-68630-B-40_seg02.npy
data\segments\esc50\3-68630-B-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-B-40.wav,train,3.0,5.0,data\features\esc50\3-68630-B-40_seg03.npy
data\segments\esc50\3-68630-C-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-C-40.wav,train,0.0,2.0,data\features\esc50\3-68630-C-40_seg00.npy
data\segments\esc50\3-68630-C-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-C-40.wav,train,1.0,3.0,data\features\esc50\3-68630-C-40_seg01.npy
data\segments\esc50\3-68630-C-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-C-40.wav,train,2.0,4.0,data\features\esc50\3-68630-C-40_seg02.npy
data\segments\esc50\3-68630-C-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\3-68630-C-40.wav,train,3.0,5.0,data\features\esc50\3-68630-C-40_seg03.npy
data\segments\esc50\4-125070-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125070-A-19.wav,val,0.0,2.0,data\features\esc50\4-125070-A-19_seg00.npy
data\segments\esc50\4-125070-A-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125070-A-19.wav,val,1.0,3.0,data\features\esc50\4-125070-A-19_seg01.npy
data\segments\esc50\4-125070-A-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125070-A-19.wav,val,2.0,4.0,data\features\esc50\4-125070-A-19_seg02.npy
data\segments\esc50\4-125070-A-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125070-A-19.wav,val,3.0,5.0,data\features\esc50\4-125070-A-19_seg03.npy
data\segments\esc50\4-125071-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125071-A-19.wav,val,0.0,2.0,data\features\esc50\4-125071-A-19_seg00.npy
data\segments\esc50\4-125071-A-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125071-A-19.wav,val,1.0,3.0,data\features\esc50\4-125071-A-19_seg01.npy
data\segments\esc50\4-125071-A-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125071-A-19.wav,val,2.0,4.0,data\features\esc50\4-125071-A-19_seg02.npy
data\segments\esc50\4-125071-A-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125071-A-19.wav,val,3.0,5.0,data\features\esc50\4-125071-A-19_seg03.npy
data\segments\esc50\4-125072-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125072-A-19.wav,val,0.0,2.0,data\features\esc50\4-125072-A-19_seg00.npy
data\segments\esc50\4-125072-A-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125072-A-19.wav,val,1.0,3.0,data\features\esc50\4-125072-A-19_seg01.npy
data\segments\esc50\4-125072-A-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125072-A-19.wav,val,2.0,4.0,data\features\esc50\4-125072-A-19_seg02.npy
data\segments\esc50\4-125072-A-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125072-A-19.wav,val,3.0,5.0,data\features\esc50\4-125072-A-19_seg03.npy
data\segments\esc50\4-125072-B-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125072-B-19.wav,val,0.0,2.0,data\features\esc50\4-125072-B-19_seg00.npy
data\segments\esc50\4-125072-B-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125072-B-19.wav,val,1.0,3.0,data\features\esc50\4-125072-B-19_seg01.npy
data\segments\esc50\4-125072-B-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125072-B-19.wav,val,2.0,4.0,data\features\esc50\4-125072-B-19_seg02.npy
data\segments\esc50\4-125072-B-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-125072-B-19.wav,val,3.0,5.0,data\features\esc50\4-125072-B-19_seg03.npy
data\segments\esc50\4-125929-A-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-125929-A-40.wav,val,0.0,2.0,data\features\esc50\4-125929-A-40_seg00.npy
data\segments\esc50\4-125929-A-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-125929-A-40.wav,val,1.0,3.0,data\features\esc50\4-125929-A-40_seg01.npy
data\segments\esc50\4-125929-A-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-125929-A-40.wav,val,2.0,4.0,data\features\esc50\4-125929-A-40_seg02.npy
data\segments\esc50\4-125929-A-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-125929-A-40.wav,val,3.0,5.0,data\features\esc50\4-125929-A-40_seg03.npy
data\segments\esc50\4-144083-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-A-16.wav,val,0.0,2.0,data\features\esc50\4-144083-A-16_seg00.npy
data\segments\esc50\4-144083-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-A-16.wav,val,1.0,3.0,data\features\esc50\4-144083-A-16_seg01.npy
data\segments\esc50\4-144083-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-A-16.wav,val,2.0,4.0,data\features\esc50\4-144083-A-16_seg02.npy
data\segments\esc50\4-144083-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-A-16.wav,val,3.0,5.0,data\features\esc50\4-144083-A-16_seg03.npy
data\segments\esc50\4-144083-B-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-B-16.wav,val,0.0,2.0,data\features\esc50\4-144083-B-16_seg00.npy
data\segments\esc50\4-144083-B-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-B-16.wav,val,1.0,3.0,data\features\esc50\4-144083-B-16_seg01.npy
data\segments\esc50\4-144083-B-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-B-16.wav,val,2.0,4.0,data\features\esc50\4-144083-B-16_seg02.npy
data\segments\esc50\4-144083-B-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-B-16.wav,val,3.0,5.0,data\features\esc50\4-144083-B-16_seg03.npy
data\segments\esc50\4-144083-C-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-C-16.wav,val,0.0,2.0,data\features\esc50\4-144083-C-16_seg00.npy
data\segments\esc50\4-144083-C-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-C-16.wav,val,1.0,3.0,data\features\esc50\4-144083-C-16_seg01.npy
data\segments\esc50\4-144083-C-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-C-16.wav,val,2.0,4.0,data\features\esc50\4-144083-C-16_seg02.npy
data\segments\esc50\4-144083-C-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144083-C-16.wav,val,3.0,5.0,data\features\esc50\4-144083-C-16_seg03.npy
data\segments\esc50\4-144085-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144085-A-16.wav,val,0.0,2.0,data\features\esc50\4-144085-A-16_seg00.npy
data\segments\esc50\4-144085-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144085-A-16.wav,val,1.0,3.0,data\features\esc50\4-144085-A-16_seg01.npy
data\segments\esc50\4-144085-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144085-A-16.wav,val,2.0,4.0,data\features\esc50\4-144085-A-16_seg02.npy
data\segments\esc50\4-144085-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-144085-A-16.wav,val,3.0,5.0,data\features\esc50\4-144085-A-16_seg03.npy
data\segments\esc50\4-156993-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\4-156993-A-19.wav,val,0.0,2.0,data\features\esc50\4-156993-A-19_seg00.npy
