path,label,source,duration_sec,split
X:\NEU\capstone\data\segments\fsd50k\257743.wav,Fire,FSD50K,25.7495,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_49_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_45_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_10_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_72_seg8.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_31_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_38_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_30_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\54964.wav,Water,FSD50K,13.0666875,train
X:\NEU\capstone\data\segments\fsd50k\422872.wav,Water,FSD50K,6.1356875,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_52_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\361222.wav,Wind,FSD50K,3.837125,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_30_seg2.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_15_seg1.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\327529.wav,Fire,FSD50K,14.0,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_65_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_61_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_50_seg9.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_34_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\396890.wav,Fire,FSD50K,11.328,train
X:\NEU\capstone\data\segments\fsd50k\242018.wav,Thunder,FSD50K,5.407375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_64_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\156320.wav,Fire,FSD50K,8.8045,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_39_seg4.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\fsd50k\245400.wav,Train,FSD50K,23.5833125,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_54_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_36_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\84670.wav,Water,FSD50K,3.61675,train
X:\NEU\capstone\data\segments\fsd50k\112672.wav,Train,FSD50K,9.9305625,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_21_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_54_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_07_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\420317.wav,Wind,FSD50K,1.895,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_14_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\105297.wav,Thunder,FSD50K,1.6235,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_14_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_15_seg4.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_11_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_62_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\341203.wav,Train,FSD50K,29.523625,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_27_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_10_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_68_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_58_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\219519.wav,Fire,FSD50K,9.2145,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_71_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\115521.wav,Thunder,FSD50K,17.179875,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_03_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\33804.wav,Train,FSD50K,4.9655,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_34_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\246331.wav,Train,FSD50K,20.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_63_seg4.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\fsd50k\181578.wav,Fire,FSD50K,10.678625,train
X:\NEU\capstone\data\segments\fsd50k\381192.wav,Wind,FSD50K,6.0575,test
X:\NEU\capstone\data\segments\fsd50k\85142.wav,Water,FSD50K,26.3586875,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_72_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_60_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\386164.wav,Fire,FSD50K,6.0,train
X:\NEU\capstone\data\segments\fsd50k\392497.wav,Wind,FSD50K,6.0,train
X:\NEU\capstone\data\segments\fsd50k\418274.wav,Fire,FSD50K,17.9925625,val
X:\NEU\capstone\data\segments\fsd50k\57968.wav,Thunder,FSD50K,12.2451875,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_52_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_59_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_30_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\238803.wav,Wind,FSD50K,7.4055625,train
X:\NEU\capstone\data\segments\fsd50k\195412.wav,Aircraft,FSD50K,26.88,val
X:\NEU\capstone\data\segments\fsd50k\199753.wav,Water,FSD50K,26.0701875,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_08_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_19_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_56_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_53_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_72_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_16_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\196345.wav,Fire,FSD50K,15.4645,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_54_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_07_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_17_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\120699.wav,Water,FSD50K,14.392,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_43_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\188572.wav,Wind,FSD50K,11.04,train
X:\NEU\capstone\data\segments\fsd50k\180328.wav,Wind,FSD50K,8.9530625,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_20_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_03_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\7795.wav,Water,FSD50K,12.528625,train
X:\NEU\capstone\data\segments\fsd50k\151190.wav,Thunder,FSD50K,12.6125,train
X:\NEU\capstone\data\segments\fsd50k\17605.wav,Fire,FSD50K,1.43475,train
X:\NEU\capstone\data\segments\fsd50k\234548.wav,Fire,FSD50K,14.3866875,train
X:\NEU\capstone\data\segments\fsd50k\84680.wav,Water,FSD50K,8.67825,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_47_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_03_seg4.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_05_seg1.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_38_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\320520.wav,Water,FSD50K,5.9989375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_02_seg3.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\fsd50k\376844.wav,Fire,FSD50K,7.2,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_46_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_21_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\48402.wav,Train,FSD50K,14.2,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_12_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_30_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_05_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\34072.wav,Water,FSD50K,18.6514375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_19_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\327121.wav,Fire,FSD50K,4.1976875,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_41_seg5.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_56_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\84684.wav,Water,FSD50K,20.8485625,train
X:\NEU\capstone\data\segments\fsd50k\120352.wav,Water,FSD50K,24.4906875,train
X:\NEU\capstone\data\segments\fsd50k\162569.wav,Water,FSD50K,13.2723125,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_37_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_64_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\56403.wav,Thunder,FSD50K,20.9464375,train
X:\NEU\capstone\data\segments\fsd50k\336877.wav,Train,FSD50K,21.873,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_22_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_71_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_55_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\73292.wav,Aircraft,FSD50K,23.9804375,val
X:\NEU\capstone\data\segments\fsd50k\66390.wav,Fire,FSD50K,14.8394375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_02_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\407545.wav,Fire,FSD50K,5.173625,train
X:\NEU\capstone\data\segments\fsd50k\332118.wav,Thunder,FSD50K,20.7481875,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_50_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_33_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_69_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_41_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\365091.wav,Water,FSD50K,30.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_31_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_38_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_14_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_71_seg9.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\fsd50k\112681.wav,Train,FSD50K,15.719,train
X:\NEU\capstone\data\segments\fsd50k\277754.wav,Train,FSD50K,17.76,train
X:\NEU\capstone\data\segments\fsd50k\264312.wav,Fire,FSD50K,15.3333125,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_11_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_25_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\74469.wav,Thunder,FSD50K,16.3489375,train
X:\NEU\capstone\data\segments\fsd50k\209027.wav,Wind,FSD50K,14.9059375,train
X:\NEU\capstone\data\segments\fsd50k\394071.wav,Thunder,FSD50K,21.3786875,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_55_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\265361.wav,Fire,FSD50K,5.25,train
X:\NEU\capstone\data\segments\fsd50k\159686.wav,Thunder,FSD50K,19.375,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_16_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\112696.wav,Train,FSD50K,11.09875,train
X:\NEU\capstone\data\segments\fsd50k\112678.wav,Train,FSD50K,9.294375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_05_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\323059.wav,Train,FSD50K,26.548,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_41_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\123358.wav,Thunder,FSD50K,13.8050625,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_49_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\235472.wav,Fire,FSD50K,29.59625,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_51_seg2.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_04_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\341947.wav,Thunder,FSD50K,26.7586875,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_44_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_13_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\22874.wav,Thunder,FSD50K,13.7781875,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_43_seg9.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\143557.wav,Aircraft,FSD50K,23.8238125,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_40_seg5.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_30_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_32_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_44_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_24_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_66_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_02_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_30_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_45_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_66_seg3.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_13_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\39877.wav,Thunder,FSD50K,17.461375,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_10_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_69_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_27_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_63_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\391684.wav,Water,FSD50K,19.683375,test
X:\NEU\capstone\data\segments\fsd50k\112675.wav,Train,FSD50K,10.965125,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_15_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_71_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_47_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\150978.wav,Train,FSD50K,14.997375,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_63_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_09_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\182899.wav,Wind,FSD50K,9.532875,train
X:\NEU\capstone\data\segments\fsd50k\244230.wav,Fire,FSD50K,15.093,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_52_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_15_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_60_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\396593.wav,Fire,FSD50K,4.8320625,train
X:\NEU\capstone\data\segments\fsd50k\68328.wav,Water,FSD50K,1.2595,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_52_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\250229.wav,Wind,FSD50K,8.98,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_54_seg9.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_19_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_71_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\386200.wav,Fire,FSD50K,0.75,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_17_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\431771.wav,Fire,FSD50K,9.5929375,train
X:\NEU\capstone\data\segments\fsd50k\203173.wav,Fire,FSD50K,23.3535,train
X:\NEU\capstone\data\segments\fsd50k\350724.wav,Wind,FSD50K,14.1989375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_35_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\100643.wav,Wind,FSD50K,6.687375,test
X:\NEU\capstone\data\segments\fsd50k\378636.wav,Fire,FSD50K,7.0,train
X:\NEU\capstone\data\segments\fsd50k\368470.wav,Wind,FSD50K,5.664,train
X:\NEU\capstone\data\segments\fsd50k\218071.wav,Fire,FSD50K,1.92,train
X:\NEU\capstone\data\segments\fsd50k\234288.wav,Fire,FSD50K,28.6485625,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_24_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\93076.wav,Aircraft,FSD50K,10.6840625,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_35_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_43_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_06_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_10_seg5.wav,Fire,FireDataset,5.0,val
